Year,Month,County,Registration type,Engine type,Car registration count
2019,September,Cork,Used Imports,Non electric,"1,006"
2019,October,Cork,Used Imports,Non electric,"1,064"
2019,January,Cork,New Irish Registrations,Electric,93
2019,February,Cork,New Irish Registrations,Electric,39
2019,March,Cork,New Irish Registrations,Electric,39
2019,April,Cork,New Irish Registrations,Electric,34
2019,May,Cork,New Irish Registrations,Electric,24
2019,June,Cork,New Irish Registrations,Electric,10
2019,July,Cork,New Irish Registrations,Electric,76
2019,August,Cork,New Irish Registrations,Electric,16
2019,September,Cork,New Irish Registrations,Electric,8
2019,October,Cork,New Irish Registrations,Electric,21
2019,January,Cork,Used Imports,Electric,2
2019,February,Cork,Used Imports,Electric,4
2019,March,Cork,Used Imports,Electric,3
2019,April,Cork,Used Imports,Electric,5
2019,May,Cork,Used Imports,Electric,1
2019,June,Cork,Used Imports,Electric,4
2019,July,Cork,Used Imports,Electric,4
2019,August,Cork,Used Imports,Electric,2
2019,September,Cork,Used Imports,Electric,7
2019,October,Cork,Used Imports,Electric,7
2019,January,Cork,New Irish Registrations,Hybrid,346
2019,February,Cork,New Irish Registrations,Hybrid,226
2019,March,Cork,New Irish Registrations,Hybrid,189
2019,April,Cork,New Irish Registrations,Hybrid,107
2019,May,Cork,New Irish Registrations,Hybrid,78
2019,June,Cork,New Irish Registrations,Hybrid,16
2019,July,Cork,New Irish Registrations,Hybrid,349
2019,August,Cork,New Irish Registrations,Hybrid,61
2019,September,Cork,New Irish Registrations,Hybrid,39
2019,October,Cork,New Irish Registrations,Hybrid,19
2019,January,Cork,Used Imports,Hybrid,44
2019,February,Cork,Used Imports,Hybrid,48
2019,March,Cork,Used Imports,Hybrid,43
2019,April,Cork,Used Imports,Hybrid,41
2019,May,Cork,Used Imports,Hybrid,40
2019,June,Cork,Used Imports,Hybrid,65
2019,July,Cork,Used Imports,Hybrid,37
2019,August,Cork,Used Imports,Hybrid,48
2019,September,Cork,Used Imports,Hybrid,54
2019,October,Cork,Used Imports,Hybrid,65
2019,January,Clare,New Irish Registrations,Non electric,700
2019,February,Clare,New Irish Registrations,Non electric,263
2019,March,Clare,New Irish Registrations,Non electric,268
2019,April,Clare,New Irish Registrations,Non electric,121
2019,May,Clare,New Irish Registrations,Non electric,84
2019,June,Clare,New Irish Registrations,Non electric,11
2019,July,Clare,New Irish Registrations,Non electric,364
2019,August,Clare,New Irish Registrations,Non electric,77
2019,September,Clare,New Irish Registrations,Non electric,68
2019,October,Clare,New Irish Registrations,Non electric,38
2019,May,Clare,New Imports,Non electric,1
2019,September,Clare,New Imports,Non electric,1
2019,January,Clare,Used Imports,Non electric,234
2019,February,Clare,Used Imports,Non electric,221
2019,March,Clare,Used Imports,Non electric,245
2019,April,Clare,Used Imports,Non electric,256
2019,May,Clare,Used Imports,Non electric,203
2019,June,Clare,Used Imports,Non electric,195
2019,July,Clare,Used Imports,Non electric,220
2019,August,Clare,Used Imports,Non electric,239
2019,September,Clare,Used Imports,Non electric,228
2019,October,Clare,Used Imports,Non electric,285
2019,January,Clare,New Irish Registrations,Electric,17
2019,February,Clare,New Irish Registrations,Electric,2
2019,March,Clare,New Irish Registrations,Electric,4
2019,April,Clare,New Irish Registrations,Electric,1
2019,May,Clare,New Irish Registrations,Electric,3
2019,June,Clare,New Irish Registrations,Electric,1
2019,July,Clare,New Irish Registrations,Electric,17
2019,August,Clare,New Irish Registrations,Electric,3
2019,September,Clare,New Irish Registrations,Electric,3
2019,October,Clare,New Irish Registrations,Electric,2
2019,January,Clare,Used Imports,Electric,2
2019,February,Clare,Used Imports,Electric,1
2019,March,Clare,Used Imports,Electric,1
2019,May,Clare,Used Imports,Electric,1
2019,August,Clare,Used Imports,Electric,1
2019,September,Clare,Used Imports,Electric,1
2019,October,Clare,Used Imports,Electric,4
2019,January,Clare,New Irish Registrations,Hybrid,48
2019,February,Clare,New Irish Registrations,Hybrid,23
2019,March,Clare,New Irish Registrations,Hybrid,29
2019,April,Clare,New Irish Registrations,Hybrid,15
2019,May,Clare,New Irish Registrations,Hybrid,4
2019,June,Clare,New Irish Registrations,Hybrid,1
2019,July,Clare,New Irish Registrations,Hybrid,52
2019,August,Clare,New Irish Registrations,Hybrid,4
2019,September,Clare,New Irish Registrations,Hybrid,6
2019,October,Clare,New Irish Registrations,Hybrid,4
2019,January,Clare,Used Imports,Hybrid,11
2019,February,Clare,Used Imports,Hybrid,10
2019,March,Clare,Used Imports,Hybrid,1
2019,April,Clare,Used Imports,Hybrid,5
2019,May,Clare,Used Imports,Hybrid,4
2019,June,Clare,Used Imports,Hybrid,3
2019,July,Clare,Used Imports,Hybrid,7
2019,August,Clare,Used Imports,Hybrid,7
2019,September,Clare,Used Imports,Hybrid,15
2019,October,Clare,Used Imports,Hybrid,9
2019,January,Kerry,New Irish Registrations,Non electric,673
2019,February,Kerry,New Irish Registrations,Non electric,267
2019,March,Kerry,New Irish Registrations,Non electric,310
2019,April,Kerry,New Irish Registrations,Non electric,104
2019,May,Kerry,New Irish Registrations,Non electric,78
2019,June,Kerry,New Irish Registrations,Non electric,17
2019,July,Kerry,New Irish Registrations,Non electric,429
2019,August,Kerry,New Irish Registrations,Non electric,84
2019,September,Kerry,New Irish Registrations,Non electric,53
2019,October,Kerry,New Irish Registrations,Non electric,28
2019,January,Kerry,New Imports,Non electric,1
2019,January,Kerry,Used Imports,Non electric,195
2019,February,Kerry,Used Imports,Non electric,198
2019,March,Kerry,Used Imports,Non electric,195
2019,April,Kerry,Used Imports,Non electric,191
2019,May,Kerry,Used Imports,Non electric,196
2019,June,Kerry,Used Imports,Non electric,190
2019,July,Kerry,Used Imports,Non electric,188
2019,August,Kerry,Used Imports,Non electric,209
2019,September,Kerry,Used Imports,Non electric,190
2019,October,Kerry,Used Imports,Non electric,281
2019,January,Kerry,New Irish Registrations,Electric,16
2019,February,Kerry,New Irish Registrations,Electric,6
2019,March,Kerry,New Irish Registrations,Electric,2
2019,April,Kerry,New Irish Registrations,Electric,4
2019,May,Kerry,New Irish Registrations,Electric,1
2019,July,Kerry,New Irish Registrations,Electric,10
2019,August,Kerry,New Irish Registrations,Electric,1
2019,September,Kerry,New Irish Registrations,Electric,3
2019,October,Kerry,New Irish Registrations,Electric,3
2019,February,Kerry,Used Imports,Electric,1
2019,March,Kerry,Used Imports,Electric,1
2019,April,Kerry,Used Imports,Electric,1
2019,July,Kerry,Used Imports,Electric,1
2019,August,Kerry,Used Imports,Electric,2
2019,January,Kerry,New Irish Registrations,Hybrid,34
2019,February,Kerry,New Irish Registrations,Hybrid,24
2019,March,Kerry,New Irish Registrations,Hybrid,25
2019,April,Kerry,New Irish Registrations,Hybrid,22
2019,May,Kerry,New Irish Registrations,Hybrid,11
2019,June,Kerry,New Irish Registrations,Hybrid,7
2019,July,Kerry,New Irish Registrations,Hybrid,66
2019,August,Kerry,New Irish Registrations,Hybrid,10
2019,September,Kerry,New Irish Registrations,Hybrid,4
2019,October,Kerry,New Irish Registrations,Hybrid,6
2019,January,Kerry,Used Imports,Hybrid,7
2019,February,Kerry,Used Imports,Hybrid,3
2019,March,Kerry,Used Imports,Hybrid,8
2019,April,Kerry,Used Imports,Hybrid,5
2019,May,Kerry,Used Imports,Hybrid,6
2019,June,Kerry,Used Imports,Hybrid,3
2019,July,Kerry,Used Imports,Hybrid,6
2019,August,Kerry,Used Imports,Hybrid,5
2019,September,Kerry,Used Imports,Hybrid,9
2019,October,Kerry,Used Imports,Hybrid,11
2019,January,Limerick,New Irish Registrations,Non electric,"1,128"
2019,February,Limerick,New Irish Registrations,Non electric,488
2019,March,Limerick,New Irish Registrations,Non electric,467
2019,April,Limerick,New Irish Registrations,Non electric,200
2019,May,Limerick,New Irish Registrations,Non electric,139
2019,June,Limerick,New Irish Registrations,Non electric,20
2019,July,Limerick,New Irish Registrations,Non electric,634
2019,August,Limerick,New Irish Registrations,Non electric,160
2019,September,Limerick,New Irish Registrations,Non electric,114
2019,October,Limerick,New Irish Registrations,Non electric,58
2019,March,Limerick,New Imports,Non electric,1
2019,May,Limerick,New Imports,Non electric,1
2019,January,Limerick,Used Imports,Non electric,311
2019,February,Limerick,Used Imports,Non electric,347
2019,March,Limerick,Used Imports,Non electric,312
2019,April,Limerick,Used Imports,Non electric,318
2019,May,Limerick,Used Imports,Non electric,358
2019,June,Limerick,Used Imports,Non electric,244
2019,July,Limerick,Used Imports,Non electric,337
2019,August,Limerick,Used Imports,Non electric,327
2019,September,Limerick,Used Imports,Non electric,362
2019,October,Limerick,Used Imports,Non electric,397
2019,January,Limerick,New Irish Registrations,Electric,22
2019,February,Limerick,New Irish Registrations,Electric,10
2019,March,Limerick,New Irish Registrations,Electric,8
2019,April,Limerick,New Irish Registrations,Electric,4
2019,May,Limerick,New Irish Registrations,Electric,5
2019,July,Limerick,New Irish Registrations,Electric,18
2019,August,Limerick,New Irish Registrations,Electric,4
2019,September,Limerick,New Irish Registrations,Electric,3
2019,October,Limerick,New Irish Registrations,Electric,4
2019,March,Limerick,Used Imports,Electric,1
2019,April,Limerick,Used Imports,Electric,1
2019,September,Limerick,Used Imports,Electric,2
2019,October,Limerick,Used Imports,Electric,1
2019,January,Limerick,New Irish Registrations,Hybrid,104
2019,February,Limerick,New Irish Registrations,Hybrid,35
2019,March,Limerick,New Irish Registrations,Hybrid,61
2019,April,Limerick,New Irish Registrations,Hybrid,38
2019,May,Limerick,New Irish Registrations,Hybrid,13
2019,June,Limerick,New Irish Registrations,Hybrid,1
2019,July,Limerick,New Irish Registrations,Hybrid,92
2019,August,Limerick,New Irish Registrations,Hybrid,12
2019,September,Limerick,New Irish Registrations,Hybrid,7
2019,October,Limerick,New Irish Registrations,Hybrid,5
2019,January,Limerick,New Imports,Hybrid,104
2019,February,Limerick,New Imports,Hybrid,35
2019,January,Limerick,Used Imports,Hybrid,10
2019,February,Limerick,Used Imports,Hybrid,14
2019,March,Limerick,Used Imports,Hybrid,13
2019,April,Limerick,Used Imports,Hybrid,10
2019,May,Limerick,Used Imports,Hybrid,14
2019,June,Limerick,Used Imports,Hybrid,10
2019,July,Limerick,Used Imports,Hybrid,14
2019,August,Limerick,Used Imports,Hybrid,14
2019,September,Limerick,Used Imports,Hybrid,11
2019,October,Limerick,Used Imports,Hybrid,17
2019,January,Tipperary,New Irish Registrations,Non electric,914
2019,February,Tipperary,New Irish Registrations,Non electric,347
2019,March,Tipperary,New Irish Registrations,Non electric,393
2019,April,Tipperary,New Irish Registrations,Non electric,154
2019,May,Tipperary,New Irish Registrations,Non electric,107
2019,June,Tipperary,New Irish Registrations,Non electric,11
2019,July,Tipperary,New Irish Registrations,Non electric,498
2019,August,Tipperary,New Irish Registrations,Non electric,103
2019,September,Tipperary,New Irish Registrations,Non electric,58
2019,October,Tipperary,New Irish Registrations,Non electric,41
2019,January,Tipperary,Used Imports,Non electric,255
2019,February,Tipperary,Used Imports,Non electric,230
2019,March,Tipperary,Used Imports,Non electric,213
2019,April,Tipperary,Used Imports,Non electric,223
2019,May,Tipperary,Used Imports,Non electric,273
2019,June,Tipperary,Used Imports,Non electric,235
2019,July,Tipperary,Used Imports,Non electric,270
2019,August,Tipperary,Used Imports,Non electric,287
2019,September,Tipperary,Used Imports,Non electric,273
2019,October,Tipperary,Used Imports,Non electric,342
2019,January,Tipperary,New Irish Registrations,Electric,20
2019,February,Tipperary,New Irish Registrations,Electric,4
2019,March,Tipperary,New Irish Registrations,Electric,6
2019,April,Tipperary,New Irish Registrations,Electric,5
2019,May,Tipperary,New Irish Registrations,Electric,2
2019,July,Tipperary,New Irish Registrations,Electric,8
2019,August,Tipperary,New Irish Registrations,Electric,3
2019,October,Tipperary,New Irish Registrations,Electric,3
2019,February,Tipperary,Used Imports,Electric,2
2019,March,Tipperary,Used Imports,Electric,4
2019,April,Tipperary,Used Imports,Electric,1
2019,June,Tipperary,Used Imports,Electric,1
2019,September,Tipperary,Used Imports,Electric,3
2019,October,Tipperary,Used Imports,Electric,1
2019,January,Tipperary,New Irish Registrations,Hybrid,63
2019,February,Tipperary,New Irish Registrations,Hybrid,36
2019,March,Tipperary,New Irish Registrations,Hybrid,45
2019,April,Tipperary,New Irish Registrations,Hybrid,40
2019,May,Tipperary,New Irish Registrations,Hybrid,11
2019,June,Tipperary,New Irish Registrations,Hybrid,2
2019,July,Tipperary,New Irish Registrations,Hybrid,58
2019,August,Tipperary,New Irish Registrations,Hybrid,12
2019,September,Tipperary,New Irish Registrations,Hybrid,7
2019,October,Tipperary,New Irish Registrations,Hybrid,7
2019,January,Tipperary,Used Imports,Hybrid,13
2019,February,Tipperary,Used Imports,Hybrid,13
2019,March,Tipperary,Used Imports,Hybrid,14
2019,April,Tipperary,Used Imports,Hybrid,6
2019,May,Tipperary,Used Imports,Hybrid,14
2019,June,Tipperary,Used Imports,Hybrid,14
2019,July,Tipperary,Used Imports,Hybrid,14
2019,August,Tipperary,Used Imports,Hybrid,11
2019,September,Tipperary,Used Imports,Hybrid,11
2019,October,Tipperary,Used Imports,Hybrid,12
2019,January,Waterford,New Irish Registrations,Non electric,792
2019,February,Waterford,New Irish Registrations,Non electric,429
2019,March,Waterford,New Irish Registrations,Non electric,502
2019,April,Waterford,New Irish Registrations,Non electric,202
2019,May,Waterford,New Irish Registrations,Non electric,139
2019,June,Waterford,New Irish Registrations,Non electric,10
2019,July,Waterford,New Irish Registrations,Non electric,551
2019,August,Waterford,New Irish Registrations,Non electric,94
2019,September,Waterford,New Irish Registrations,Non electric,64
2019,October,Waterford,New Irish Registrations,Non electric,35
2019,January,Waterford,Used Imports,Non electric,152
2019,February,Waterford,Used Imports,Non electric,152
2019,March,Waterford,Used Imports,Non electric,147
2019,April,Waterford,Used Imports,Non electric,140
2019,May,Waterford,Used Imports,Non electric,143
2019,June,Waterford,Used Imports,Non electric,124
2019,July,Waterford,Used Imports,Non electric,148
2019,August,Waterford,Used Imports,Non electric,159
2019,September,Waterford,Used Imports,Non electric,185
2019,October,Waterford,Used Imports,Non electric,197
2019,January,Waterford,New Irish Registrations,Electric,19
2019,February,Waterford,New Irish Registrations,Electric,7
2019,March,Waterford,New Irish Registrations,Electric,7
2019,April,Waterford,New Irish Registrations,Electric,7
2019,May,Waterford,New Irish Registrations,Electric,5
2019,July,Waterford,New Irish Registrations,Electric,17
2019,August,Waterford,New Irish Registrations,Electric,1
2019,September,Waterford,New Irish Registrations,Electric,3
2019,October,Waterford,New Irish Registrations,Electric,3
2019,February,Waterford,Used Imports,Electric,1
2019,July,Waterford,Used Imports,Electric,1
2019,August,Waterford,Used Imports,Electric,3
2019,January,Waterford,New Irish Registrations,Hybrid,54
2019,February,Waterford,New Irish Registrations,Hybrid,18
2019,March,Waterford,New Irish Registrations,Hybrid,26
2019,April,Waterford,New Irish Registrations,Hybrid,20
2019,May,Waterford,New Irish Registrations,Hybrid,9
2019,July,Waterford,New Irish Registrations,Hybrid,57
2019,August,Waterford,New Irish Registrations,Hybrid,8
2019,September,Waterford,New Irish Registrations,Hybrid,2
2019,October,Waterford,New Irish Registrations,Hybrid,5
2019,January,Waterford,Used Imports,Hybrid,7
2019,February,Waterford,Used Imports,Hybrid,4
2019,March,Waterford,Used Imports,Hybrid,5
2019,April,Waterford,Used Imports,Hybrid,5
2019,May,Waterford,Used Imports,Hybrid,5
2019,June,Waterford,Used Imports,Hybrid,2
2019,July,Waterford,Used Imports,Hybrid,7
2019,August,Waterford,Used Imports,Hybrid,8
2019,September,Waterford,Used Imports,Hybrid,10
2019,October,Waterford,Used Imports,Hybrid,10
2019,January,Cavan,New Irish Registrations,Non electric,350
2019,February,Cavan,New Irish Registrations,Non electric,152
2019,March,Cavan,New Irish Registrations,Non electric,140
2019,April,Cavan,New Irish Registrations,Non electric,49
2019,May,Cavan,New Irish Registrations,Non electric,21
2019,June,Cavan,New Irish Registrations,Non electric,3
2019,July,Cavan,New Irish Registrations,Non electric,203
2019,August,Cavan,New Irish Registrations,Non electric,29
2019,September,Cavan,New Irish Registrations,Non electric,21
2019,October,Cavan,New Irish Registrations,Non electric,16
2019,August,Cavan,New Imports,Non electric,1
2019,January,Cavan,Used Imports,Non electric,135
2019,February,Cavan,Used Imports,Non electric,138
2019,March,Cavan,Used Imports,Non electric,175
2019,April,Cavan,Used Imports,Non electric,165
2019,May,Cavan,Used Imports,Non electric,173
2019,June,Cavan,Used Imports,Non electric,153
2019,July,Cavan,Used Imports,Non electric,152
2019,August,Cavan,Used Imports,Non electric,191
2019,September,Cavan,Used Imports,Non electric,195
2019,October,Cavan,Used Imports,Non electric,180
2019,January,Cavan,New Irish Registrations,Electric,5
2019,February,Cavan,New Irish Registrations,Electric,4
2019,March,Cavan,New Irish Registrations,Electric,2
2019,April,Cavan,New Irish Registrations,Electric,4
2019,July,Cavan,New Irish Registrations,Electric,15
2019,August,Cavan,New Irish Registrations,Electric,3
2019,September,Cavan,New Irish Registrations,Electric,1
2019,October,Cavan,New Irish Registrations,Electric,1
2019,February,Cavan,Used Imports,Electric,1
2019,September,Cavan,Used Imports,Electric,1
2019,January,Cavan,New Irish Registrations,Hybrid,41
2019,February,Cavan,New Irish Registrations,Hybrid,20
2019,March,Cavan,New Irish Registrations,Hybrid,11
2019,April,Cavan,New Irish Registrations,Hybrid,7
2019,May,Cavan,New Irish Registrations,Hybrid,11
2019,June,Cavan,New Irish Registrations,Hybrid,2
2019,July,Cavan,New Irish Registrations,Hybrid,38
2019,August,Cavan,New Irish Registrations,Hybrid,2
2019,September,Cavan,New Irish Registrations,Hybrid,1
2019,October,Cavan,New Irish Registrations,Hybrid,3
2019,July,Cavan,New Imports,Hybrid,1
2019,January,Cavan,Used Imports,Hybrid,1
2019,February,Cavan,Used Imports,Hybrid,3
2019,March,Cavan,Used Imports,Hybrid,2
2019,April,Cavan,Used Imports,Hybrid,8
2019,May,Cavan,Used Imports,Hybrid,5
2019,June,Cavan,Used Imports,Hybrid,7
2019,July,Cavan,Used Imports,Hybrid,1
2019,August,Cavan,Used Imports,Hybrid,1
2019,September,Cavan,Used Imports,Hybrid,4
2019,October,Cavan,Used Imports,Hybrid,2
2019,January,Donegal,New Irish Registrations,Non electric,698
2019,February,Donegal,New Irish Registrations,Non electric,263
2019,March,Donegal,New Irish Registrations,Non electric,286
2019,April,Donegal,New Irish Registrations,Non electric,118
2019,May,Donegal,New Irish Registrations,Non electric,71
2019,June,Donegal,New Irish Registrations,Non electric,11
2019,July,Donegal,New Irish Registrations,Non electric,403
2019,August,Donegal,New Irish Registrations,Non electric,84
2019,September,Donegal,New Irish Registrations,Non electric,50
2019,October,Donegal,New Irish Registrations,Non electric,26
2019,April,Donegal,New Imports,Non electric,1
2019,January,Donegal,Used Imports,Non electric,497
2019,February,Donegal,Used Imports,Non electric,469
2019,March,Donegal,Used Imports,Non electric,487
2019,April,Donegal,Used Imports,Non electric,522
2019,May,Donegal,Used Imports,Non electric,556
2019,June,Donegal,Used Imports,Non electric,413
2019,July,Donegal,Used Imports,Non electric,557
2019,August,Donegal,Used Imports,Non electric,542
2019,September,Donegal,Used Imports,Non electric,557
2019,October,Donegal,Used Imports,Non electric,671
2019,January,Donegal,New Irish Registrations,Electric,10
2019,March,Donegal,New Irish Registrations,Electric,3
2019,April,Donegal,New Irish Registrations,Electric,1
2019,June,Donegal,New Irish Registrations,Electric,1
2019,July,Donegal,New Irish Registrations,Electric,10
2019,August,Donegal,New Irish Registrations,Electric,1
2019,October,Donegal,New Irish Registrations,Electric,1
2019,January,Donegal,Used Imports,Electric,1
2019,April,Donegal,Used Imports,Electric,3
2019,June,Donegal,Used Imports,Electric,1
2019,July,Donegal,Used Imports,Electric,1
2019,September,Donegal,Used Imports,Electric,2
2019,January,Donegal,New Irish Registrations,Hybrid,57
2019,February,Donegal,New Irish Registrations,Hybrid,37
2019,March,Donegal,New Irish Registrations,Hybrid,40
2019,April,Donegal,New Irish Registrations,Hybrid,32
2019,May,Donegal,New Irish Registrations,Hybrid,15
2019,June,Donegal,New Irish Registrations,Hybrid,8
2019,July,Donegal,New Irish Registrations,Hybrid,67
2019,August,Donegal,New Irish Registrations,Hybrid,14
2019,September,Donegal,New Irish Registrations,Hybrid,2
2019,October,Donegal,New Irish Registrations,Hybrid,8
2019,January,Donegal,Used Imports,Hybrid,6
2019,February,Donegal,Used Imports,Hybrid,7
2019,March,Donegal,Used Imports,Hybrid,7
2019,April,Donegal,Used Imports,Hybrid,8
2019,May,Donegal,Used Imports,Hybrid,4
2019,June,Donegal,Used Imports,Hybrid,6
2019,July,Donegal,Used Imports,Hybrid,13
2019,August,Donegal,Used Imports,Hybrid,13
2019,September,Donegal,Used Imports,Hybrid,13
2019,October,Donegal,Used Imports,Hybrid,17
2019,January,Monaghan,New Irish Registrations,Non electric,281
2019,February,Monaghan,New Irish Registrations,Non electric,91
2019,March,Monaghan,New Irish Registrations,Non electric,87
2019,April,Monaghan,New Irish Registrations,Non electric,56
2019,May,Monaghan,New Irish Registrations,Non electric,22
2019,June,Monaghan,New Irish Registrations,Non electric,9
2019,July,Monaghan,New Irish Registrations,Non electric,155
2019,August,Monaghan,New Irish Registrations,Non electric,38
2019,September,Monaghan,New Irish Registrations,Non electric,18
2019,October,Monaghan,New Irish Registrations,Non electric,13
2019,May,Monaghan,New Imports,Non electric,1
2019,January,Monaghan,Used Imports,Non electric,218
2019,February,Monaghan,Used Imports,Non electric,182
2019,March,Monaghan,Used Imports,Non electric,212
2019,April,Monaghan,Used Imports,Non electric,186
2019,May,Monaghan,Used Imports,Non electric,202
2019,June,Monaghan,Used Imports,Non electric,167
2019,July,Monaghan,Used Imports,Non electric,201
2019,August,Monaghan,Used Imports,Non electric,176
2019,September,Monaghan,Used Imports,Non electric,221
2019,October,Monaghan,Used Imports,Non electric,207
2019,January,Monaghan,New Irish Registrations,Electric,9
2019,February,Monaghan,New Irish Registrations,Electric,2
2019,March,Monaghan,New Irish Registrations,Electric,2
2019,April,Monaghan,New Irish Registrations,Electric,1
2019,May,Monaghan,New Irish Registrations,Electric,1
2019,July,Monaghan,New Irish Registrations,Electric,1
2019,October,Monaghan,New Irish Registrations,Electric,1
2019,January,Monaghan,Used Imports,Electric,1
2019,June,Monaghan,Used Imports,Electric,1
2019,July,Monaghan,Used Imports,Electric,1
2019,October,Monaghan,Used Imports,Electric,1
2019,January,Monaghan,New Irish Registrations,Hybrid,16
2019,February,Monaghan,New Irish Registrations,Hybrid,9
2019,March,Monaghan,New Irish Registrations,Hybrid,16
2019,April,Monaghan,New Irish Registrations,Hybrid,14
2019,May,Monaghan,New Irish Registrations,Hybrid,2
2019,July,Monaghan,New Irish Registrations,Hybrid,25
2019,August,Monaghan,New Irish Registrations,Hybrid,5
2019,September,Monaghan,New Irish Registrations,Hybrid,2
2019,October,Monaghan,New Irish Registrations,Hybrid,3
2019,January,Monaghan,Used Imports,Hybrid,3
2019,February,Monaghan,Used Imports,Hybrid,4
2019,March,Monaghan,Used Imports,Hybrid,5
2019,April,Monaghan,Used Imports,Hybrid,7
2019,May,Monaghan,Used Imports,Hybrid,2
2019,June,Monaghan,Used Imports,Hybrid,2
2019,July,Monaghan,Used Imports,Hybrid,1
2019,August,Monaghan,Used Imports,Hybrid,2
2019,October,Monaghan,Used Imports,Hybrid,4
